title,name,vintage,url,isTimeseries,temporal,description,modified
ACS 5-Year Data Profiles,acs/acs5/profile,2016,https://api.census.gov/data/2016/acs/acs5/profile,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, housing, and demographic characteristics of the U.S. population. The ACS 5-year data profiles include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. The Data profiles contain broad social, economic, housing, and demographic information. The data are presented as both counts and percentages. There are over 2,400 variables in this dataset.",2018-06-29 00:00:00.0
ACS 5-Year Data Profiles,acs/acs5/profile,2017,https://api.census.gov/data/2017/acs/acs5/profile,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, housing, and demographic characteristics of the U.S. population. The ACS 5-year data profiles include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. The Data profiles contain broad social, economic, housing, and demographic information. The data are presented as both counts and percentages. There are over 2,400 variables in this dataset.",2018-10-19 00:00:00.0
ACS 5-Year Data Profiles,acs/acs5/profile,2018,https://api.census.gov/data/2018/acs/acs5/profile,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The data profiles include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. Data profiles contain broad social, economic, housing, and demographic information. The data are presented as both counts and percentages. There are over 2,400 variables in this dataset.",2019-10-22 16:22:18.0
American Community Survey: 5-Year Estimates: Data Profiles 5-Year,acs/acs5/profile,2019,https://api.census.gov/data/2019/acs/acs5/profile,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, housing, and demographic characteristics of the U.S. population. The ACS 5-year data profiles include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. The Data profiles contain broad social, economic, housing, and demographic information. The data are presented as both counts and percentages. There are over 2,400 variables in this dataset.",2020-04-03 00:00:00.0
2013-2017 American Community Survey: 5-Year Estimates - Public Use Microdata Sample,acs/acs5/pums,2017,https://api.census.gov/data/2017/acs/acs5/pums,,unidentified,"The American Community Survey (ACS) Public Use Microdata Sample (PUMS) contains a sample of responses to the ACS. The ACS PUMS dataset includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status).Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. ACS PUMS data are available at the nation, state, and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition each state into contiguous geographic units containing roughly 100,000 people each. ACS PUMS files for an individual year, such as 2019, contain data on approximately one percent of the United States population.",2019-11-25 11:06:35.0
2014-2018 American Community Survey: 5-Year Estimates - Public Use Microdata Sample,acs/acs5/pums,2018,https://api.census.gov/data/2018/acs/acs5/pums,,unidentified,"The American Community Survey (ACS) Public Use Microdata Sample (PUMS) contains a sample of responses to the ACS. The ACS PUMS dataset includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status).Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. ACS PUMS data are available at the nation, state, and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition each state into contiguous geographic units containing roughly 100,000 people each. ACS PUMS files for an individual year, such as 2019, contain data on approximately one percent of the United States population.",2019-12-19 11:03:12.0
ACS 5-Year PUMS,acs/acs5/pums,2019,https://api.census.gov/data/2019/acs/acs5/pums,,unidentified,"The American Community Survey (ACS) Public Use Microdata Sample (PUMS) contains a sample of responses to the ACS. The ACS PUMS dataset includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status).Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. ACS PUMS data are available at the nation, state, and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition each state into contiguous geographic units containing roughly 100,000 people each. ACS PUMS files for an individual year, such as 2019, contain data on approximately one percent of the United States population.",2020-11-24 00:00:00.0
2013-2017 American Community Survey: 5-Year Estimates - Puerto Rico Public Use Microdata Sample,acs/acs5/pumspr,2017,https://api.census.gov/data/2017/acs/acs5/pumspr,,unidentified,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of “72”. The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2019, contain data on approximately one percent of the Puerto Rico population.",2019-11-25 11:43:27.0
2014-2018 American Community Survey: 5-Year Estimates - Puerto Rico Public Use Microdata Sample,acs/acs5/pumspr,2018,https://api.census.gov/data/2018/acs/acs5/pumspr,,unidentified,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of “72”. The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2019, contain data on approximately one percent of the Puerto Rico population.",2019-12-19 11:03:04.0
ACS 5-Year PUMS Puerto Rico,acs/acs5/pumspr,2019,https://api.census.gov/data/2019/acs/acs5/pumspr,,unidentified,"The Public Use Microdata Sample (PUMS) for Puerto Rico (PR) contains a sample of responses to the Puerto Rico Community Survey (PRCS). The PRCS is similar to, but separate from, the American Community Survey (ACS). The PRCS collects data about the population and housing units in Puerto Rico. Puerto Rico data is not included in the national PUMS files. It is published as a state equivalent file and has a State FIPS code of “72”. The file includes variables for nearly every question on the survey, as well as many new variables that were derived after the fact from multiple survey responses (such as poverty status). Each record in the file represents a single person, or, in the household-level dataset, a single housing unit. In the person-level file, individuals are organized into households, making possible the study of people within the contexts of their families and other household members. Individuals living in Group Quarters, such as nursing facilities or college facilities, are also included on the person file. Data are available at the state and Public Use Microdata Area (PUMA) levels. PUMAs are special non-overlapping areas that partition Puerto Rico into contiguous geographic units containing roughly 100,000 people each. The Puerto Rico PUMS file for an individual year, such as 2019, contain data on approximately one percent of the Puerto Rico population.",2020-11-24 00:00:00.0
American Community Survey: 5-Year Estimates: Selected Population Detailed Tables 5-Year,acs/acs5/spt,2010,https://api.census.gov/data/2010/acs/acs5/spt,,unidentified,"The Selected Population  Tables (SPT) are released every five years. They are available for selected race, Hispanic origin, tribal, and ancestry populations.",2019-10-11 14:16:00.0
American Community Survey: 5-Year Estimates: Selected Population Detailed Tables 5-Year,acs/acs5/spt,2015,https://api.census.gov/data/2015/acs/acs5/spt,,unidentified,"The Selected Population  Tables (SPT) are released every five years. They are available for selected race, Hispanic origin, tribal, and ancestry populations.",2020-02-18 00:00:00.0
American Community Survey: 5-Year Estimates: Selected Population Data Profiles 5-Year,acs/acs5/sptprofile,2010,https://api.census.gov/data/2010/acs/acs5/sptprofile,,unidentified,"The Selected Population  Tables (SPT) are released every five years. They are available for selected race, Hispanic origin, tribal, and ancestry populations.",2019-10-09 13:54:45.0
ACS 5-Year Subject Tables,acs/acs5/subject,2010,https://api.census.gov/data/2010/acs/acs5/subject,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The subject tables include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. Subject tables provide an overview of the estimates available in a particular topic.  The data are presented as both counts and percentages.  There are over 66,000 variables in this dataset.",2018-09-18 00:00:00.0
ACS 5-Year Subject Tables,acs/acs5/subject,2011,https://api.census.gov/data/2011/acs/acs5/subject,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The subject tables include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. Subject tables provide an overview of the estimates available in a particular topic. The data are presented as both counts and percentages. There are over 66,000 variables in this dataset.",2018-07-05 00:00:00.0
ACS 5-Year Subject Tables,acs/acs5/subject,2012,https://api.census.gov/data/2012/acs/acs5/subject,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The subject tables include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. Subject tables provide an overview of the estimates available in a particular topic. The data are presented as both counts and percentages. There are over 66,000 variables in this dataset.",2018-06-29 00:00:00.0
ACS 5-Year Subject Tables,acs/acs5/subject,2013,https://api.census.gov/data/2013/acs/acs5/subject,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The subject tables include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. Subject tables provide an overview of the estimates available in a particular topic. The data are presented as both counts and percentages. There are over 66,000 variables in this dataset.",2018-06-29 00:00:00.0
ACS 5-Year Subject Tables,acs/acs5/subject,2014,https://api.census.gov/data/2014/acs/acs5/subject,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The subject tables include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. Subject tables provide an overview of the estimates available in a particular topic. The data are presented as both counts and percentages. There are over 66,000 variables in this dataset.",2018-06-29 00:00:00.0
ACS 5-Year Subject Tables,acs/acs5/subject,2015,https://api.census.gov/data/2015/acs/acs5/subject,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The subject tables include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. Subject tables provide an overview of the estimates available in a particular topic. The data are presented as both counts and percentages. There are over 66,000 variables in this dataset.",2018-06-29 00:00:00.0
ACS 5-Year Subject Tables,acs/acs5/subject,2016,https://api.census.gov/data/2016/acs/acs5/subject,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The subject tables include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. Subject tables provide an overview of the estimates available in a particular topic. The data are presented as both counts and percentages. There are over 66,000 variables in this dataset.",2018-06-29 00:00:00.0
ACS 5-Year Subject Tables,acs/acs5/subject,2017,https://api.census.gov/data/2017/acs/acs5/subject,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The subject tables include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. Subject tables provide an overview of the estimates available in a particular topic. The data are presented as both counts and percentages. There are over 66,000 variables in this dataset.",2018-10-19 00:00:00.0
ACS 5-Year Subject Tables,acs/acs5/subject,2018,https://api.census.gov/data/2018/acs/acs5/subject,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The subject tables include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. Subject tables provide an overview of the estimates available in a particular topic. The data are presented as both counts and percentages. There are over 66,000 variables in this dataset.",2019-10-22 15:36:29.0
American Community Survey: 5-Year Estimates: Subject Tables 5-Year,acs/acs5/subject,2019,https://api.census.gov/data/2019/acs/acs5/subject,,unidentified,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The subject tables include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties, all places and all tracts. Subject tables provide an overview of the estimates available in a particular topic. The data are presented as both counts and percentages. There are over 66,000 variables in this dataset.",2020-04-03 00:00:00.0
ACS 1-Year Supplemental Estimates,acs/acsse,2014,https://api.census.gov/data/2014/acs/acsse,,unidentified,"The American Community Survey (ACS) is a nationwide survey designed to provide communities a fresh look at how they are changing. The ACS replaced the decennial census long form in 2010 and thereafter by collecting long form type information throughout the decade rather than only once every 10 years. Questionnaires are mailed to a sample of addresses to obtain information about households -- that is, about each person and the housing unit itself. The American Community Survey produces demographic, social, housing and economic estimates in the form of 1 and 5-year estimates based on population thresholds. The strength of the ACS is in estimating population and housing characteristics. It produces estimates for small areas, including census tracts and population subgroups. Although the ACS produces population, demographic and housing unit estimates,it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the nation, states, counties, cities and towns, and estimates of housing units for states and counties. For 2010 and other decennial census years, the Decennial Census provides the official counts of population and housing units.",2018-07-06 00:00:00.0
ACS 1-Year Supplemental Estimates,acs/acsse,2015,https://api.census.gov/data/2015/acs/acsse,,unidentified,"The American Community Survey (ACS) is a nationwide survey designed to provide communities a fresh look at how they are changing. The ACS replaced the decennial census long form in 2010 and thereafter by collecting long form type information throughout the decade rather than only once every 10 years. Questionnaires are mailed to a sample of addresses to obtain information about households -- that is, about each person and the housing unit itself. The American Community Survey produces demographic, social, housing and economic estimates in the form of 1 and 5-year estimates based on population thresholds. The strength of the ACS is in estimating population and housing characteristics. It produces estimates for small areas, including census tracts and population subgroups. Although the ACS produces population, demographic and housing unit estimates,it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the nation, states, counties, cities and towns, and estimates of housing units for states and counties. For 2010 and other decennial census years, the Decennial Census provides the official counts of population and housing units.",2018-07-06 00:00:00.0
ACS 1-Year Supplemental Estimates,acs/acsse,2016,https://api.census.gov/data/2016/acs/acsse,,unidentified,"The American Community Survey (ACS) is a nationwide survey designed to provide communities a fresh look at how they are changing. The ACS replaced the decennial census long form in 2010 and thereafter by collecting long form type information throughout the decade rather than only once every 10 years. Questionnaires are mailed to a sample of addresses to obtain information about households -- that is, about each person and the housing unit itself. The American Community Survey produces demographic, social, housing and economic estimates in the form of 1 and 5-year estimates based on population thresholds. The strength of the ACS is in estimating population and housing characteristics. It produces estimates for small areas, including census tracts and population subgroups. Although the ACS produces population, demographic and housing unit estimates,it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the nation, states, counties, cities and towns, and estimates of housing units for states and counties. For 2010 and other decennial census years, the Decennial Census provides the official counts of population and housing units.",2017-11-20
ACS 1-Year Supplemental Estimates,acs/acsse,2017,https://api.census.gov/data/2017/acs/acsse,,unidentified,"The American Community Survey (ACS) is a nationwide survey designed to provide communities a fresh look at how they are changing. The ACS replaced the decennial census long form in 2010 and thereafter by collecting long form type information throughout the decade rather than only once every 10 years. Questionnaires are mailed to a sample of addresses to obtain information about households -- that is, about each person and the housing unit itself. The American Community Survey produces demographic, social, housing and economic estimates in the form of 1 and 5-year estimates based on population thresholds. The strength of the ACS is in estimating population and housing characteristics. It produces estimates for small areas, including census tracts and population subgroups. Although the ACS produces population, demographic and housing unit estimates,it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the nation, states, counties, cities and towns, and estimates of housing units for states and counties. For 2010 and other decennial census years, the Decennial Census provides the official counts of population and housing units.",2018-10-18 00:00:00.0
ACS 1-Year Supplemental Estimates,acs/acsse,2018,https://api.census.gov/data/2018/acs/acsse,,unidentified,"The American Community Survey (ACS) is a nationwide survey designed to provide communities a fresh look at how they are changing. The ACS replaced the decennial census long form in 2010 and thereafter by collecting long form type information throughout the decade rather than only once every 10 years. Questionnaires are mailed to a sample of addresses to obtain information about households -- that is, about each person and the housing unit itself. The American Community Survey produces demographic, social, housing and economic estimates in the form of 1 and 5-year estimates based on population thresholds. The strength of the ACS is in estimating population and housing characteristics. It produces estimates for small areas, including census tracts and population subgroups. Although the ACS produces population, demographic and housing unit estimates, it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the nation, states, counties, cities and towns, and estimates of housing units for states and counties. For 2010 and other decennial census years, the Decennial Census provides the official counts of population and housing units.",2019-10-10 07:41:48.0
American Community Survey: Supplemental Estimates: ACS 1-Year Supplemental Estimates,acs/acsse,2019,https://api.census.gov/data/2019/acs/acsse,,unidentified,"The American Community Survey (ACS) is a nationwide survey designed to provide communities a fresh look at how they are changing. The ACS replaced the decennial census long form in 2010 and thereafter by collecting long form type information throughout the decade rather than only once every 10 years. Questionnaires are mailed to a sample of addresses to obtain information about households -- that is, about each person and the housing unit itself. The American Community Survey produces demographic, social, housing and economic estimates in the form of 1 and 5-year estimates based on population thresholds. The strength of the ACS is in estimating population and housing characteristics. It produces estimates for small areas, including census tracts and population subgroups. Although the ACS produces population, demographic and housing unit estimates, it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the nation, states, counties, cities and towns, and estimates of housing units for states and counties. For 2010 and other decennial census years, the Decennial Census provides the official counts of population and housing units.",2020-04-03 00:00:00.0
2006-2010 American Community Survey: Migration Flows,acs/flows,2010,https://api.census.gov/data/2010/acs/flows,,2006-2010,"Migration flows are derived from the relationship between the location of current residence in the American Community Survey (ACS) sample and the responses given to the migration question ""Where did you live 1 year ago?"".  There are flow statistics (moved in, moved out, and net moved) between county or minor civil division (MCD) of residence and county, MCD, or world region of residence 1 year ago.  Estimates for MCDs are only available for the 12 strong-MCD states, where the MCDs have the same government functions as incorporated places.  Migration flows between metropolitan statistical areas are available starting with the 2009-2013 5-year ACS dataset.   Flow statistics are available by three or four variables for each dataset starting with the 2006-2010 5-year ACS datasets.  The variables change for each dataset and do not repeat in overlapping datasets.  In addition to the flow estimates, there are supplemental statistics files that contain migration/geographical mobility estimates (e.g., nonmovers, moved to a different state, moved from abroad) for each county, MCD, or metro area.",2018-08-22
2007-2011 American Community Survey: Migration Flows,acs/flows,2011,https://api.census.gov/data/2011/acs/flows,,2006-2010,"Migration flows are derived from the relationship between the location of current residence in the American Community Survey (ACS) sample and the responses given to the migration question ""Where did you live 1 year ago?"".  There are flow statistics (moved in, moved out, and net moved) between county or minor civil division (MCD) of residence and county, MCD, or world region of residence 1 year ago.  Estimates for MCDs are only available for the 12 strong-MCD states, where the MCDs have the same government functions as incorporated places.  Migration flows between metropolitan statistical areas are available starting with the 2009-2013 5-year ACS dataset.   Flow statistics are available by three or four variables for each dataset starting with the 2006-2010 5-year ACS datasets.  The variables change for each dataset and do not repeat in overlapping datasets.  In addition to the flow estimates, there are supplemental statistics files that contain migration/geographical mobility estimates (e.g., nonmovers, moved to a different state, moved from abroad) for each county, MCD, or metro area.",2018-08-22
2008-2012 American Community Survey: Migration Flows,acs/flows,2012,https://api.census.gov/data/2012/acs/flows,,2006-2010,"Migration flows are derived from the relationship between the location of current residence in the American Community Survey (ACS) sample and the responses given to the migration question ""Where did you live 1 year ago?"".  There are flow statistics (moved in, moved out, and net moved) between county or minor civil division (MCD) of residence and county, MCD, or world region of residence 1 year ago.  Estimates for MCDs are only available for the 12 strong-MCD states, where the MCDs have the same government functions as incorporated places.  Migration flows between metropolitan statistical areas are available starting with the 2009-2013 5-year ACS dataset.   Flow statistics are available by three or four variables for each dataset starting with the 2006-2010 5-year ACS datasets.  The variables change for each dataset and do not repeat in overlapping datasets.  In addition to the flow estimates, there are supplemental statistics files that contain migration/geographical mobility estimates (e.g., nonmovers, moved to a different state, moved from abroad) for each county, MCD, or metro area.",2018-08-22
2009-2013 American Community Survey: Migration Flows,acs/flows,2013,https://api.census.gov/data/2013/acs/flows,,2006-2010,"Migration flows are derived from the relationship between the location of current residence in the American Community Survey (ACS) sample and the responses given to the migration question ""Where did you live 1 year ago?"".  There are flow statistics (moved in, moved out, and net moved) between county or minor civil division (MCD) of residence and county, MCD, or world region of residence 1 year ago.  Estimates for MCDs are only available for the 12 strong-MCD states, where the MCDs have the same government functions as incorporated places.  Migration flows between metropolitan statistical areas are available starting with the 2009-2013 5-year ACS dataset.   Flow statistics are available by three or four variables for each dataset starting with the 2006-2010 5-year ACS datasets.  The variables change for each dataset and do not repeat in overlapping datasets.  In addition to the flow estimates, there are supplemental statistics files that contain migration/geographical mobility estimates (e.g., nonmovers, moved to a different state, moved from abroad) for each county, MCD, or metro area.",2018-08-22
2010-2014 American Community Survey: Migration Flows,acs/flows,2014,https://api.census.gov/data/2014/acs/flows,,2006-2010,"Migration flows are derived from the relationship between the location of current residence in the American Community Survey (ACS) sample and the responses given to the migration question ""Where did you live 1 year ago?"".  There are flow statistics (moved in, moved out, and net moved) between county or minor civil division (MCD) of residence and county, MCD, or world region of residence 1 year ago.  Estimates for MCDs are only available for the 12 strong-MCD states, where the MCDs have the same government functions as incorporated places.  Migration flows between metropolitan statistical areas are available starting with the 2009-2013 5-year ACS dataset.   Flow statistics are available by three or four variables for each dataset starting with the 2006-2010 5-year ACS datasets.  The variables change for each dataset and do not repeat in overlapping datasets.  In addition to the flow estimates, there are supplemental statistics files that contain migration/geographical mobility estimates (e.g., nonmovers, moved to a different state, moved from abroad) for each county, MCD, or metro area.",2018-08-22
2011-2015 American Community Survey: Migration Flows,acs/flows,2015,https://api.census.gov/data/2015/acs/flows,,2006-2010,"Migration flows are derived from the relationship between the location of current residence in the American Community Survey (ACS) sample and the responses given to the migration question ""Where did you live 1 year ago?"".  There are flow statistics (moved in, moved out, and net moved) between county or minor civil division (MCD) of residence and county, MCD, or world region of residence 1 year ago.  Estimates for MCDs are only available for the 12 strong-MCD states, where the MCDs have the same government functions as incorporated places.  Migration flows between metropolitan statistical areas are available starting with the 2009-2013 5-year ACS dataset.   Flow statistics are available by three or four variables for each dataset starting with the 2006-2010 5-year ACS datasets.  The variables change for each dataset and do not repeat in overlapping datasets.  In addition to the flow estimates, there are supplemental statistics files that contain migration/geographical mobility estimates (e.g., nonmovers, moved to a different state, moved from abroad) for each county, MCD, or metro area.",2018-08-22
ACS FLOWS,acs/flows,2016,https://api.census.gov/data/2016/acs/flows,,unidentified,"Migration flows are derived from the relationship between the location of current residence in the American Community Survey (ACS) sample and the responses given to the migration question ""Where did you live 1 year ago?"". There are flow statistics (moved in, moved out, and net moved) between county or minor civil division (MCD) of residence and county, MCD, or world region of residence 1 year ago. Estimates for MCDs are only available for the 12 strong-MCD states, where the MCDs have the same government functions as incorporated places. Migration flows between metropolitan statistical areas are available starting with the 2009-2016 5-year ACS dataset. In addition to the flow estimates, there are supplemental statistics files that contain migration/geographical mobility estimates (e.g., nonmovers, moved to a different state, moved from abroad) for each county, MCD, or metro area.",2018-10-10 00:00:00.0
ACS FLOWS,acs/flows,2017,https://api.census.gov/data/2017/acs/flows,,unidentified,"Migration flows are derived from the relationship between the location of current residence in the American Community Survey (ACS) sample and the responses given to the migration question ""Where did you live 1 year ago?"". The Census Bureau provides flow statistics (moved in, moved out, and net moved) between county or minor civil division (MCD) of residence and county, MCD, or world region of residence 1 year ago. Migration flows between metropolitan statistical areas are available starting with the 2009-2013 5-year ACS dataset. In addition to the flow estimates, there are supplemental statistics files that contain migration/geographical mobility estimates (e.g., nonmovers, moved to a different state, moved from abroad) for each county, MCD, or metro area.",2019-08-20 10:12:55.0
2014-2018 American Community Survey: Migration Flows,acs/flows,2018,https://api.census.gov/data/2018/acs/flows,,unidentified,"Migration flows are derived from the relationship between the location of current residence in the American Community Survey (ACS) sample and the responses given to the migration question ""Where did you live 1 year ago?"". There are flow statistics (moved in, moved out, and net moved) between county or minor civil division (MCD) of residence and county, MCD, or world region of residence 1 year ago. Estimates for MCDs are only available for the 12 strong-MCD states, where the MCDs have the same government functions as incorporated places. Migration flows between metropolitan statistical areas are available starting with the 2009-2013 5-year ACS dataset. Flow statistics are available by three or four variables for each dataset starting with the 2006-2010 5-year ACS datasets. The variables change for each dataset and do not repeat in overlapping datasets. In addition to the flow estimates, there are supplemental statistics files that contain migration/geographical mobility estimates (e.g., nonmovers, moved to a different state, moved from abroad) for each county, MCD, or metro area.",2020-04-07 00:00:00.0
2011 American Community Survey 1-Year Profiles for the 113th Congressional Districts,acs1/cd113,2011,https://api.census.gov/data/2011/acs1/cd113,,2011/2011,"The American Community Survey (ACS) is a nationwide survey designed to provide communities a fresh look at how they are changing. The ACS replaced the decennial census long form in 2010 and thereafter by collecting long form type information throughout the decade rather than only once every 10 years. Questionnaires are mailed to a sample of addresses to obtain information about households -- that is, about each person and the housing unit itself. The American Community Survey produces demographic, social, housing and economic estimates in the form of 1-year, 3-year and 5-year estimates based on population thresholds. The strength of the ACS is in estimating population and housing characteristics.  The 3-year data provide key estimates for each of the topic areas covered by the ACS for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 20,000 or more.  Although the ACS produces population, demographic and housing unit estimates,it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the nation, states, counties, cities and towns, and estimates of housing units for states and counties. For 2010 and other decennial census years, the Decennial Census provides the official counts of population and housing units.",2014-10-06
2015 American Community Survey 1-Year Data Profile 115th Congressional District,acs1/cd115,2015,https://api.census.gov/data/2015/acs1/cd115,,2015/2015,"The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. The 115th Congressional District Data Profiles are available for the nation, all 50 states, the District of Columbia, and Puerto Rico (at large). Data profiles contain broad social, economic, housing, and demographic information. The data are presented as population counts for over 1,000 distinct variables.",2017-02-10
